Index: 203, Label: 0, Filename: udang6_rotated_90_denoised_removal_gray.jpg
Index: 287, Label: 1, Filename: windu6_rotated_100_denoised_removal_gray.jpg
Index: 191, Label: 1, Filename: windu2_rotated_200_denoised_removal_gray.jpg
Index: 22, Label: 1, Filename: windu5_rotated_120_denoised_removal_gray.jpg
Index: 204, Label: 1, Filename: windu2_rotated_260_denoised_removal_gray.jpg
Index: 230, Label: 1, Filename: windu4_rotated_190_denoised_removal_gray.jpg
Index: 102, Label: 1, Filename: windu6_rotated_260_denoised_removal_gray.jpg
Index: 290, Label: 1, Filename: windu3_rotated_270_denoised_removal_gray.jpg
Index: 33, Label: 1, Filename: windu2_rotated_210_denoised_removal_gray.jpg
Index: 217, Label: 1, Filename: windu4_rotated_210_denoised_removal_gray.jpg
Index: 84, Label: 1, Filename: windu4_rotated_150_denoised_removal_gray.jpg
Index: 237, Label: 1, Filename: windu4_flipped_h_denoised_removal_gray.jpg
Index: 291, Label: 1, Filename: windu4_rotated_240_denoised_removal_gray.jpg
Index: 187, Label: 1, Filename: windu2_rotated_120_denoised_removal_gray.jpg
Index: 28, Label: 1, Filename: windu5_rotated_190_denoised_removal_gray.jpg
Index: 329, Label: 1, Filename: windu2_rotated_90_denoised_removal_gray.jpg
Index: 173, Label: 1, Filename: windu2_rotated_40_denoised_removal_gray.jpg
Index: 171, Label: 1, Filename: windu5_rotated_170_denoised_removal_gray.jpg
Index: 54, Label: 1, Filename: windu5_rotated_80_denoised_removal_gray.jpg
Index: 9, Label: 1, Filename: windu2_rotated_230_denoised_removal_gray.jpg
Index: 249, Label: 1, Filename: windu4_rotated_160_denoised_removal_gray.jpg
Index: 112, Label: 1, Filename: windu5_rotated_20_denoised_removal_gray.jpg
Index: 88, Label: 1, Filename: windu5_rotated_30_denoised_removal_gray.jpg
Index: 236, Label: 1, Filename: windu2_flipped_h_denoised_removal_gray.jpg
Index: 91, Label: 1, Filename: windu4_rotated_130_denoised_removal_gray.jpg
Index: 210, Label: 1, Filename: windu3_rotated_240_denoised_removal_gray.jpg
Index: 115, Label: 1, Filename: windu6_rotated_150_denoised_removal_gray.jpg
Index: 168, Label: 1, Filename: windu6_rotated_0_denoised_removal_gray.jpg
Index: 129, Label: 1, Filename: windu5_rotated_180_denoised_removal_gray.jpg
Index: 58, Label: 1, Filename: windu4_rotated_170_denoised_removal_gray.jpg
Index: 248, Label: 1, Filename: windu6_rotated_220_denoised_removal_gray.jpg
Index: 7, Label: 1, Filename: windu5_original_denoised_removal_gray.jpg
Index: 133, Label: 1, Filename: windu2_rotated_130_denoised_removal_gray.jpg
Index: 57, Label: 1, Filename: windu2_flipped_v_denoised_removal_gray.jpg
Index: 142, Label: 1, Filename: windu6_flipped_v_denoised_removal_gray.jpg
Index: 82, Label: 1, Filename: windu6_rotated_20_denoised_removal_gray.jpg
Index: 110, Label: 1, Filename: windu3_rotated_130_denoised_removal_gray.jpg
Index: 68, Label: 1, Filename: windu4_rotated_90_denoised_removal_gray.jpg
Index: 219, Label: 1, Filename: windu4_rotated_20_denoised_removal_gray.jpg
Index: 56, Label: 1, Filename: windu6_rotated_60_denoised_removal_gray.jpg
Index: 221, Label: 1, Filename: windu3_flipped_v_denoised_removal_gray.jpg
Index: 81, Label: 1, Filename: windu2_rotated_30_denoised_removal_gray.jpg
Index: 317, Label: 1, Filename: windu3_rotated_30_denoised_removal_gray.jpg
Index: 62, Label: 1, Filename: windu3_rotated_220_denoised_removal_gray.jpg
Index: 86, Label: 1, Filename: windu3_rotated_70_denoised_removal_gray.jpg
Index: 42, Label: 1, Filename: windu4_flipped_v_denoised_removal_gray.jpg
Index: 268, Label: 1, Filename: windu4_rotated_60_denoised_removal_gray.jpg
Index: 209, Label: 1, Filename: windu3_rotated_230_denoised_removal_gray.jpg
Index: 35, Label: 1, Filename: windu5_rotated_200_denoised_removal_gray.jpg
Index: 164, Label: 1, Filename: windu4_rotated_260_denoised_removal_gray.jpg
Index: 196, Label: 1, Filename: windu3_rotated_260_denoised_removal_gray.jpg
Index: 19, Label: 1, Filename: windu2_rotated_170_denoised_removal_gray.jpg
Index: 163, Label: 1, Filename: windu3_rotated_60_denoised_removal_gray.jpg
Index: 165, Label: 1, Filename: windu2_original_denoised_removal_gray.jpg
Index: 41, Label: 1, Filename: windu4_rotated_140_denoised_removal_gray.jpg
Index: 32, Label: 1, Filename: windu2_rotated_150_denoised_removal_gray.jpg
Index: 243, Label: 1, Filename: windu5_rotated_0_denoised_removal_gray.jpg
Index: 6, Label: 1, Filename: windu3_rotated_170_denoised_removal_gray.jpg
Index: 224, Label: 1, Filename: windu6_rotated_130_denoised_removal_gray.jpg
Index: 309, Label: 1, Filename: windu6_flipped_h_denoised_removal_gray.jpg
Index: 79, Label: 1, Filename: windu3_rotated_200_denoised_removal_gray.jpg
Index: 126, Label: 1, Filename: windu3_rotated_210_denoised_removal_gray.jpg
Index: 297, Label: 1, Filename: windu2_rotated_270_denoised_removal_gray.jpg
Index: 69, Label: 1, Filename: windu4_rotated_220_denoised_removal_gray.jpg
Index: 159, Label: 1, Filename: windu5_rotated_250_denoised_removal_gray.jpg
Index: 37, Label: 1, Filename: windu4_rotated_50_denoised_removal_gray.jpg
Index: 52, Label: 1, Filename: windu6_rotated_140_denoised_removal_gray.jpg
Index: 293, Label: 1, Filename: windu4_rotated_10_denoised_removal_gray.jpg
Index: 241, Label: 1, Filename: windu6_rotated_160_denoised_removal_gray.jpg
Index: 334, Label: 1, Filename: windu4_rotated_0_denoised_removal_gray.jpg
Index: 313, Label: 1, Filename: windu6_rotated_120_denoised_removal_gray.jpg
Index: 300, Label: 1, Filename: windu3_rotated_40_denoised_removal_gray.jpg
Index: 276, Label: 1, Filename: windu4_rotated_230_denoised_removal_gray.jpg
Index: 231, Label: 1, Filename: windu5_rotated_260_denoised_removal_gray.jpg
Index: 306, Label: 1, Filename: windu2_rotated_60_denoised_removal_gray.jpg
Index: 186, Label: 1, Filename: windu3_rotated_80_denoised_removal_gray.jpg
Index: 234, Label: 1, Filename: windu6_rotated_80_denoised_removal_gray.jpg
Index: 20, Label: 1, Filename: windu5_flipped_v_denoised_removal_gray.jpg
Index: 66, Label: 1, Filename: windu5_rotated_50_denoised_removal_gray.jpg
Index: 71, Label: 1, Filename: windu2_rotated_220_denoised_removal_gray.jpg
Index: 274, Label: 1, Filename: windu5_rotated_110_denoised_removal_gray.jpg
Index: 321, Label: 1, Filename: windu4_rotated_200_denoised_removal_gray.jpg
Index: 89, Label: 1, Filename: windu5_flipped_h_denoised_removal_gray.jpg
Index: 258, Label: 1, Filename: windu2_rotated_240_denoised_removal_gray.jpg
Index: 303, Label: 1, Filename: windu5_rotated_270_denoised_removal_gray.jpg
Index: 120, Label: 1, Filename: windu6_rotated_190_denoised_removal_gray.jpg
Index: 259, Label: 1, Filename: windu6_rotated_240_denoised_removal_gray.jpg
Index: 10, Label: 1, Filename: windu5_rotated_40_denoised_removal_gray.jpg
Index: 80, Label: 1, Filename: windu6_rotated_170_denoised_removal_gray.jpg
Index: 63, Label: 1, Filename: windu6_original_denoised_removal_gray.jpg
Index: 47, Label: 1, Filename: windu3_rotated_120_denoised_removal_gray.jpg
Index: 93, Label: 1, Filename: windu2_rotated_250_denoised_removal_gray.jpg
Index: 199, Label: 1, Filename: windu3_rotated_180_denoised_removal_gray.jpg
Index: 113, Label: 1, Filename: windu2_rotated_80_denoised_removal_gray.jpg
Index: 206, Label: 1, Filename: windu4_rotated_100_denoised_removal_gray.jpg
Index: 261, Label: 1, Filename: windu2_rotated_20_denoised_removal_gray.jpg
Index: 0, Label: 1, Filename: windu3_flipped_h_denoised_removal_gray.jpg
Index: 180, Label: 1, Filename: windu5_rotated_160_denoised_removal_gray.jpg
Index: 319, Label: 1, Filename: windu2_rotated_50_denoised_removal_gray.jpg
Index: 78, Label: 1, Filename: windu3_rotated_110_denoised_removal_gray.jpg
Index: 67, Label: 1, Filename: windu3_rotated_150_denoised_removal_gray.jpg
Index: 323, Label: 1, Filename: windu4_rotated_120_denoised_removal_gray.jpg
Index: 158, Label: 1, Filename: windu3_rotated_90_denoised_removal_gray.jpg
Index: 340, Label: 1, Filename: windu6_rotated_180_denoised_removal_gray.jpg
Index: 260, Label: 1, Filename: windu3_rotated_20_denoised_removal_gray.jpg
Index: 239, Label: 1, Filename: windu4_rotated_270_denoised_removal_gray.jpg
Index: 144, Label: 1, Filename: windu3_rotated_0_denoised_removal_gray.jpg
Index: 201, Label: 1, Filename: windu2_rotated_190_denoised_removal_gray.jpg
Index: 38, Label: 1, Filename: windu5_rotated_230_denoised_removal_gray.jpg
Index: 70, Label: 1, Filename: windu5_rotated_90_denoised_removal_gray.jpg
Index: 253, Label: 1, Filename: windu6_rotated_230_denoised_removal_gray.jpg
Index: 40, Label: 1, Filename: windu4_rotated_40_denoised_removal_gray.jpg
Index: 4, Label: 1, Filename: windu5_rotated_240_denoised_removal_gray.jpg
Index: 207, Label: 1, Filename: windu6_rotated_210_denoised_removal_gray.jpg
Index: 177, Label: 1, Filename: windu6_rotated_90_denoised_removal_gray.jpg
Index: 266, Label: 1, Filename: windu5_rotated_220_denoised_removal_gray.jpg
Index: 337, Label: 1, Filename: windu5_rotated_210_denoised_removal_gray.jpg
Index: 162, Label: 1, Filename: windu2_rotated_100_denoised_removal_gray.jpg
Index: 215, Label: 1, Filename: windu6_rotated_30_denoised_removal_gray.jpg
Index: 34, Label: 1, Filename: windu2_rotated_0_denoised_removal_gray.jpg
Index: 244, Label: 1, Filename: windu3_rotated_190_denoised_removal_gray.jpg
Index: 24, Label: 1, Filename: windu6_rotated_270_denoised_removal_gray.jpg
Index: 194, Label: 1, Filename: windu5_rotated_60_denoised_removal_gray.jpg
Index: 156, Label: 1, Filename: windu4_rotated_70_denoised_removal_gray.jpg
